Year,Category,PerUnit,Species,AvgPrice,MinPrice,MaxPrice,NumReports
2014,Boltwood,MBF,Yellow Birch,156,49,190,47
2014,Firewood,cord,All Species,24,8,43,659
2014,Palletwood,MBF,Hardwood,40,20,234,415
2014,Palletwood,MBF,Softwood,56,12,100,371
2014,Pulpwood,ton,Aspen/Poplar,13,3,27,591
2014,Pulpwood,ton,Cedar,12,4,23,115
2014,Pulpwood,ton,Hemlock,6,2,12,629
2014,Pulpwood,ton,Mixed Hardwood,11,3,24,"1,340"
2014,Pulpwood,ton,Red Pine,4,4,9,18
2014,Pulpwood,ton,Spruce & Fir,12,2,28,797
2014,Pulpwood,ton,White Pine,4,1,12,684
2014,Sawlog,MBF,Ash,179,50,309,461
2014,Sawlog,MBF,Aspen/Poplar,122,40,200,54
2014,Sawlog,MBF,Beech,97,20,165,26
2014,Sawlog,MBF,Cedar,102,10,147,123
2014,Sawlog,MBF,Hemlock,72,32,135,404
2014,Sawlog,MBF,Red Oak,319,105,558,462
2014,Sawlog,MBF,Red Pine,66,25,145,99
2014,Sawlog,MBF,Red/White Maple,167,40,271,493
2014,Sawlog,MBF,Spruce & Fir,206,37,276,543
2014,Sawlog,MBF,Sugar Maple,291,57,504,466
2014,Sawlog,MBF,White Birch,168,13,363,434
2014,Sawlog,MBF,White Oak,173,35,336,59
2014,Sawlog,MBF,White Pine,172,55,579,"1,053"
2014,Sawlog,MBF,Yellow Birch,252,60,364,454
2014,Studwood,ton,Other Species,10,2,28,194
2014,Studwood,ton,Spruce & Fir,31,7,46,473
2014,Veneer,MBF,Red Oak,568,246,930,277
2014,Veneer,MBF,Red/White Maple,314,200,600,9
2014,Veneer,MBF,Sugar Maple,823,204,"1,206",187
2014,Veneer,MBF,White Birch,593,200,920,184
2014,Veneer,MBF,Yellow Birch,723,200,975,177
2015,Biomass,ton,All Species,2.94,0.25,12,718
2015,Boltwood,MBF,Cedar,176,70,250,4
2015,Boltwood,MBF,Sugar Maple,165,100,190,19
2015,Boltwood,MBF,White Birch,157,25,347,247
2015,Boltwood,MBF,Yellow Birch,130,38,189,26
2015,Firewood,cord,All Species,26,4,58,648
2015,Palletwood,MBF,Hardwood,108,10,298,480
2015,Palletwood,MBF,Softwood,59,1,150,391
2015,Pulpwood,ton,Aspen/Poplar,15,2,31,578
2015,Pulpwood,ton,Cedar,12,1,25,122
2015,Pulpwood,ton,Hemlock,6,0.8,19,631
2015,Pulpwood,ton,Mixed Hardwood,12,1,35,1390
2015,Pulpwood,ton,Red Pine,7,2,14,28
2015,Pulpwood,ton,Spruce & Fir,12,1,33,697
2015,Pulpwood,ton,White Pine,4,0.5,14,645
2015,Sawlogs,MBF,Ash,175,50,404,516
2015,Sawlogs,MBF,Aspen/Poplar,130,26,220,63
2015,Sawlogs,MBF,Beech,81,10,179,56
2015,Sawlogs,MBF,Cedar,118,19,180,125
2015,Sawlogs,MBF,Hemlock,73,20,200,422
2015,Sawlogs,MBF,Red Oak,291,50,580,572
2015,Sawlogs,MBF,Red Pine,71,20,125,97
2015,Sawlogs,MBF,Red/White Maple,185,23,313,498
2015,Sawlogs,MBF,Spruce & Fir,205,36,280,532
2015,Sawlogs,MBF,Sugar Maple,330,48,550,520
2015,Sawlogs,MBF,White Birch,170,35,350,497
2015,Sawlogs,MBF,White Oak,186,25,315,70
2015,Sawlogs,MBF,White Pine,172,10,331,983
2015,Sawlogs,MBF,Yellow Birch,276,52,397,493
2015,Studwood,ton,Other Species,11,2,35,217
2015,Studwood,ton,Spruce & Fir,30,4,54,539
2015,Veneer,MBF,Aspen/Poplar,230,90,450,4
2015,Veneer,MBF,Red Oak,537,200,1050,270
2015,Veneer,MBF,Red/White Maple,430,350,600,10
2015,Veneer,MBF,Sugar Maple,863,245,1313,198
2015,Veneer,MBF,White Birch,576,100,999,199
2015,Veneer,MBF,Yellow Birch,790,234,1436,196
2016,Biomass,ton,All Species,2.3,0.37,6.5,594
2016,Boltwood,MBF,Cedar,139,40,160,6
2016,Boltwood,MBF,Red Oak,123,60,137,5
2016,Boltwood,MBF,Red/White Maple,88,56,150,5
2016,Boltwood,MBF,Sugar Maple,130,45,193,28
2016,Boltwood,MBF,White Birch,171,25,300,249
2016,Boltwood,MBF,Yellow Birch,143,45,202,27
2016,Firewood,cord,All Species,24,8,40,581
2016,Palletwood,MBF,Hardwood,83,15,250,543
2016,Palletwood,MBF,Softwood,53,10,90,425
2016,Pulpwood,ton,Aspen/Poplar,11,1,20,399
2016,Pulpwood,ton,Cedar,9,1,20,78
2016,Pulpwood,ton,Hemlock,5,0.96,11,328
2016,Pulpwood,ton,Mixed Hardwood,8,2,22,1213
2016,Pulpwood,ton,Red Pine,7,1,15,25
2016,Pulpwood,ton,Spruce & Fir,7,2,20,354
2016,Pulpwood,ton,White Pine,3,0.5,11,372
2016,Sawlog,MBF,Ash,184,50,363,549
2016,Sawlog,MBF,Aspen/Poplar,102,25,220,46
2016,Sawlog,MBF,Beech,107,12,250,72
2016,Sawlog,MBF,Cedar,116,30,200,129
2016,Sawlog,MBF,Hemlock,71,20,150,404
2016,Sawlog,MBF,Red Oak,283,80,550,534
2016,Sawlog,MBF,Red Pine,41,15,170,81
2016,Sawlog,MBF,Red/White Maple,155,40,331,581
2016,Sawlog,MBF,Spruce & Fir,109,36,200,534
2016,Sawlog,MBF,Sugar Maple,204,50,515,546
2016,Sawlog,MBF,White Birch,195,50,324,528
2016,Sawlog,MBF,White Oak,167,25,550,65
2016,Sawlog,MBF,White Pine,169,40,292,947
2016,Sawlog,MBF,Yellow Birch,200,40,375,480
2016,Studwood,ton,Other Species,11,2,36,157
2016,Studwood,ton,Spruce & Fir,23,5,33,382
2016,Veneer,MBF,Ash,391,22,800,28
2016,Veneer,MBF,Red Oak,630,200,1175,276
2016,Veneer,MBF,Red/White Maple,512,150,882,16
2016,Veneer,MBF,Sugar Maple,894,265,1324,197
2016,Veneer,MBF,White Birch,580,225,1056,193
2016,Veneer,MBF,White Oak,451,425,800,4
2016,Veneer,MBF,Yellow Birch,1012,200,1340,193
2017,Biomass,ton,All Species,1.51,0.38,4.76,658
2017,Boltwood,MBF,Sugar Maple,102,80,130,10
2017,Boltwood,MBF,White Birch,129,25,250,179
2017,Boltwood,MBF,Yellow Birch,138,25,194,20
2017,Firewood,cord,All Species,22,5,45,608
2017,Palletwood,MBF,Hardwood,79,9,255,572
2017,Palletwood,MBF,Softwood,46,10,207,446
2017,Pulpwood,ton,Aspen/Poplar,9,1,25,377
2017,Pulpwood,ton,Cedar,15,0.86,20,77
2017,Pulpwood,ton,Hemlock,4,0.5,13,346
2017,Pulpwood,ton,Mixed Hardwood,7,0.46,28,1249
2017,Pulpwood,ton,Red Pine,7,1,14,16
2017,Pulpwood,ton,Spruce & Fir,5,0.5,18,343
2017,Pulpwood,ton,White Pine,3,0.2,9,383
2017,Sawlog,MBF,Ash,169,45,450,510
2017,Sawlog,MBF,Aspen/Poplar,78,25,205,64
2017,Sawlog,MBF,Beech,94,20,260,33
2017,Sawlog,MBF,Cedar,136,20,212,151
2017,Sawlog,MBF,Hemlock,58,15,152,398
2017,Sawlog,MBF,Red Oak,293,33,582,572
2017,Sawlog,MBF,Red Pine,64,15,190,91
2017,Sawlog,MBF,Red/White Maple,135,30,344,503
2017,Sawlog,MBF,Spruce & Fir,122,25,285,550
2017,Sawlog,MBF,Sugar Maple,183,35,502,482
2017,Sawlog,MBF,White Birch,158,30,350,479
2017,Sawlog,MBF,White Oak,162,20,400,61
2017,Sawlog,MBF,White Pine,171,20,365,976
2017,Sawlog,MBF,Yellow Birch,163,30,400,446
2017,Studwood,ton,Other Species,12,2,36,202
2017,Studwood,ton,Spruce & Fir,22,3,36,452
2017,Veneer,MBF,Ash,419,25,800,21
2017,Veneer,MBF,Aspen/Poplar,104,55,162,10
2017,Veneer,MBF,Red Oak,687,200,1150,294
2017,Veneer,MBF,Red/White Maple,463,150,867,16
2017,Veneer,MBF,Sugar Maple,792,200,1313,227
2017,Veneer,MBF,White Birch,591,225,1015,195
2017,Veneer,MBF,White Oak,344,242,625,6
2017,Veneer,MBF,Yellow Birch,960,275,1338,203
2018,Biomass,ton,All Species,1.48,0.37,4,626
2018,Boltwood,MBF,Sugar Maple,141,102,234,19
2018,Boltwood,MBF,White Birch,158,25,284,214
2018,Boltwood,MBF,Yellow Birch,136,45,196,28
2018,Firewood,cord,All Species,24,10,50,672
2018,Palletwood,MBF,Hardwood,92,11,275,461
2018,Palletwood,MBF,Softwood,52,12,150,477
2018,Pulpwood,ton,Aspen/Poplar,10,2,21,382
2018,Pulpwood,ton,Cedar,15,1,22,78
2018,Pulpwood,ton,Hemlock,4,1,10,365
2018,Pulpwood,ton,Mixed Hardwood,8,2,18,1316
2018,Pulpwood,ton,Red Pine,7,1,8,21
2018,Pulpwood,ton,Spruce & Fir,6,1,16,378
2018,Pulpwood,ton,White Pine,3,0.5,10,438
2018,Sawlog,MBF,Ash,168,50,367,472
2018,Sawlog,MBF,Aspen/Poplar,95,23,200,93
2018,Sawlog,MBF,Beech,103,10,200,28
2018,Sawlog,MBF,Cedar,141,33,190,139
2018,Sawlog,MBF,Hemlock,69,20,140,448
2018,Sawlog,MBF,Red Oak,311,100,621,543
2018,Sawlog,MBF,Red Pine,59,20,180,107
2018,Sawlog,MBF,Red/White Maple,126,26,337,477
2018,Sawlog,MBF,Spruce & Fir,180,30,250,628
2018,Sawlog,MBF,Sugar Maple,157,58,473,449
2018,Sawlog,MBF,White Birch,143,30,340,448
2018,Sawlog,MBF,White Oak,169,20,364,67
2018,Sawlog,MBF,White Pine,172,45,300,1036
2018,Sawlog,MBF,Yellow Birch,146,40,350,373
2018,Studwood,ton,Other Species,16,2,40,193
2018,Studwood,ton,Spruce & Fir,30,5,50,518
2018,Veneer,MBF,Ash,323,200,620,21
2018,Veneer,MBF,Aspen/Poplar,197,140,329,13
2018,Veneer,MBF,Red Oak,648,250,1189,312
2018,Veneer,MBF,Red/White Maple,426,156,1000,19
2018,Veneer,MBF,Sugar Maple,835,200,1351,189
2018,Veneer,MBF,White Birch,386,200,1119,160
2018,Veneer,MBF,White Oak,571,250,1250,16
2018,Veneer,MBF,Yellow Birch,792,245,1267,192
2019,Biomass,ton,All Species,1.39,0.5,4,511
2019,Boltwood,MBF,Red/White Maple,163,75,185,10
2019,Boltwood,MBF,Sugar Maple,137,65,218,13
2019,Boltwood,MBF,White Birch,158,35,390,207
2019,Boltwood,MBF,Yellow Birch,187,50,275,27
2019,Firewood,cord,All Species,25,10,42,616
2019,Palletwood,MBF,Hardwood,97,13,325,549
2019,Palletwood,MBF,Softwood,55,12,140,467
2019,Pulpwood,ton,Aspen/Poplar,11,4,20,336
2019,Pulpwood,ton,Cedar,15,0.5,20,59
2019,Pulpwood,ton,Hemlock,5,1,9,398
2019,Pulpwood,ton,Mixed Hardwood,9,2,19,1302
2019,Pulpwood,ton,Red Pine,4,3,7,13
2019,Pulpwood,ton,Spruce & Fir,5,1,16,511
2019,Pulpwood,ton,White Pine,3,0.8,8,523
2019,Sawlog,MBF,Ash,197,58,375,497
2019,Sawlog,MBF,Aspen/Poplar,98,16,200,83
2019,Sawlog,MBF,Beech,133,10,192,39
2019,Sawlog,MBF,Cedar,104,33,175,115
2019,Sawlog,MBF,Hemlock,67,25,123,479
2019,Sawlog,MBF,Red Oak,265,75,525,545
2019,Sawlog,MBF,Red Pine,72,20,150,70
2019,Sawlog,MBF,Red/White Maple,157,40,342,469
2019,Sawlog,MBF,Spruce & Fir,128,38,245,577
2019,Sawlog,MBF,Sugar Maple,254,60,490,483
2019,Sawlog,MBF,White Birch,158,50,370,466
2019,Sawlog,MBF,White Oak,135,40,370,74
2019,Sawlog,MBF,White Pine,175,32,311,1046
2019,Sawlog,MBF,Yellow Birch,198,56,398,434
2019,Studwood,ton,Other Species,8,2,44,157
2019,Studwood,ton,Spruce & Fir,26,6,46,468
2019,Veneer,MBF,Ash,493,298,700,30
2019,Veneer,MBF,Red Oak,622,242,1150,314
2019,Veneer,MBF,Red/White Maple,519,398,1020,31
2019,Veneer,MBF,Sugar Maple,836,255,1400,182
2019,Veneer,MBF,White Birch,592,250,1200,153
2019,Veneer,MBF,White Oak,602,550,743,4
2019,Veneer,MBF,Yellow Birch,804,250,1400,180
2020,Biomass,ton,All Species,1.44,0.4,5,515
2020,Boltwood,MBF,Red/White Maple,111,101,120,4
2020,Boltwood,MBF,Sugar Maple,128,125,179,15
2020,Boltwood,MBF,White Birch,168,45,298,158
2020,Boltwood,MBF,Yellow Birch,123,93,154,15
2020,Firewood,cord,All Species,24,10,40,556
2020,Palletwood,MBF,Hardwood,89,10,225,581
2020,Palletwood,MBF,Softwood,46,10,100,482
2020,Pulpwood,ton,Aspen/Poplar,11,3,19,265
2020,Pulpwood,ton,Cedar,13,1,21,69
2020,Pulpwood,ton,Hemlock,4,0.46,10,404
2020,Pulpwood,ton,Mixed Hardwood,9,2,16,1051
2020,Pulpwood,ton,Red Pine,3,2,6,9
2020,Pulpwood,ton,Spruce & Fir,6,0.96,15,404
2020,Pulpwood,ton,White Pine,3,1,8,371
2020,Sawlog,MBF,Ash,177,56,347,477
2020,Sawlog,MBF,Aspen/Poplar,97,30,245,74
2020,Sawlog,MBF,Beech,127,10,256,44
2020,Sawlog,MBF,Cedar,101,20,175,134
2020,Sawlog,MBF,Hemlock,61,25,125,409
2020,Sawlog,MBF,Red Oak,251,100,480,487
2020,Sawlog,MBF,Red Pine,62,20,147,67
2020,Sawlog,MBF,Red/White Maple,115,50,330,455
2020,Sawlog,MBF,Spruce & Fir,118,45,196,476
2020,Sawlog,MBF,Sugar Maple,186,75,431,441
2020,Sawlog,MBF,White Birch,133,50,320,417
2020,Sawlog,MBF,White Oak,175,50,315,60
2020,Sawlog,MBF,White Pine,168,65,251,915
2020,Sawlog,MBF,Yellow Birch,150,50,331,379
2020,Studwood,ton,Other Species,11,3,28,126
2020,Studwood,ton,Spruce & Fir,22,5,35,396
2020,Veneer,MBF,Ash,415,240,640,21
2020,Veneer,MBF,Red Oak,656,200,1275,288
2020,Veneer,MBF,Red/White Maple,513,158,1315,31
2020,Veneer,MBF,Sugar Maple,824,300,1569,187
2020,Veneer,MBF,White Birch,606,170,1050,168
2020,Veneer,MBF,White Oak,490,375,1000,6
2020,Veneer,MBF,Yellow Birch,856,250,1325,177
2021,Biomass,ton,All Species,2,0.5,5,384
2021,Boltwood,MBF,Ash,145,134,180,3
2021,Boltwood,MBF,Sugar Maple,231,40,382,13
2021,Boltwood,MBF,White Birch,195,25,405,168
2021,Boltwood,MBF,Yellow Birch,295,40,312,12
2021,Firewood,cord,All Species,21,8,40,483
2021,Palletwood,MBF,Hardwood,99,16,262,430
2021,Palletwood,MBF,Softwood,50,14,125,325
2021,Pulpwood,ton,Aspen/Poplar,5,0.86,18,191
2021,Pulpwood,ton,Cedar,19,6,20,51
2021,Pulpwood,ton,Hemlock,3,0.75,9,353
2021,Pulpwood,ton,Mixed Hardwood,5,1,15,972
2021,Pulpwood,ton,Red Pine,2,2,3,5
2021,Pulpwood,ton,Spruce & Fir,4,1,11,253
2021,Pulpwood,ton,White Pine,3,0.45,7,222
2021,Sawlog,MBF,Ash,213,60,374,415
2021,Sawlog,MBF,Aspen/Poplar,83,40,190,76
2021,Sawlog,MBF,Beech,119,40,175,47
2021,Sawlog,MBF,Cedar,101,60,150,73
2021,Sawlog,MBF,Hemlock,62,26,119,394
2021,Sawlog,MBF,Red Oak,311,88,595,415
2021,Sawlog,MBF,Red Pine,44,5,150,69
2021,Sawlog,MBF,Red/White Maple,197,60,378,421
2021,Sawlog,MBF,Spruce & Fir,148,29,225,432
2021,Sawlog,MBF,Sugar Maple,353,95,535,398
2021,Sawlog,MBF,White Birch,160,33,340,355
2021,Sawlog,MBF,White Oak,122,25,274,52
2021,Sawlog,MBF,White Pine,176,63,285,773
2021,Sawlog,MBF,Yellow Birch,217,63,357,350
2021,Studwood,ton,Other Species,10,0.93,29,112
2021,Studwood,ton,Spruce & Fir,28,7,52,426
2021,Veneer,MBF,Ash,309,220,670,30
2021,Veneer,MBF,Aspen/Poplar,105,80,150,9
2021,Veneer,MBF,Red Oak,634,250,1150,239
2021,Veneer,MBF,Red/White Maple,635,350,969,12
2021,Veneer,MBF,Sugar Maple,839,304,1850,139
2021,Veneer,MBF,White Birch,576,200,1027,141
2021,Veneer,MBF,Yellow Birch,781,200,1133,129
2022,Biomass,ton,All Species,2,0.5,14,381
2022,Boltwood,MBF,Red/White Maple,227,224,317,4
2022,Boltwood,MBF,Sugar Maple,257,180,325,12
2022,Boltwood,MBF,White Birch,237,75,433,134
2022,Boltwood,MBF,Yellow Birch,257,138,284,4
2022,Firewood,cord,All Species,28,2,55,429
2022,Palletwood,MBF,Hardwood,96,25,300,400
2022,Palletwood,MBF,Softwood,61,15,240,315
2022,Pulpwood,ton,Aspen/Poplar,10,1,18,69
2022,Pulpwood,ton,Cedar,15,11,18,4
2022,Pulpwood,ton,Hemlock,3,1,9,315
2022,Pulpwood,ton,Mixed Hardwood,8,0.5,23,763
2022,Pulpwood,ton,Red Pine,13,3,14,6
2022,Pulpwood,ton,Spruce & Fir,4,0.1,17,249
2022,Pulpwood,ton,White Pine,3,1,35,264
2022,Sawlogs,MBF,Ash,221,67,400,359
2022,Sawlogs,MBF,Aspen/Poplar,59,32,220,45
2022,Sawlogs,MBF,Beech,104,40,320,41
2022,Sawlogs,MBF,Cedar,87,61,160,45
2022,Sawlogs,MBF,Hemlock,67,25,146,365
2022,Sawlogs,MBF,Red Oak,321,100,775,390
2022,Sawlogs,MBF,Red Pine,33,17,100,54
2022,Sawlogs,MBF,Red/White Maple,195,70,429,340
2022,Sawlogs,MBF,Spruce & Fir,174,18,336,360
2022,Sawlogs,MBF,Sugar Maple,315,110,583,342
2022,Sawlogs,MBF,White Birch,213,60,600,326
2022,Sawlogs,MBF,White Oak,147,45,250,37
2022,Sawlogs,MBF,White Pine,202,10,524,626
2022,Sawlogs,MBF,Yellow Birch,233,60,373,257
2022,Studwood,ton,Other Species,11,4,29,41
2022,Studwood,ton,Spruce & Fir,34,9,71,228
2022,Veneer,MBF,Ash,389,248,600,12
2022,Veneer,MBF,Aspen/Poplar,142,100,200,7
2022,Veneer,MBF,Red Oak,679,275,1350,209
2022,Veneer,MBF,Red/White Maple,876,600,1100,8
2022,Veneer,MBF,Sugar Maple,706,383,1655,109
2022,Veneer,MBF,White Birch,590,350,900,79
2022,Veneer,MBF,Yellow Birch,712,217,1207,80
2023,Biomass,ton,ALL SPECIES,2,0.25,5,511
2023,Boltwood,MBF,ASH,136,118,141,3
2023,Boltwood,MBF,SUGAR MAPLE,241,134,358,6
2023,Boltwood,MBF,WHITE BIRCH,226,50,405,149
2023,Boltwood,MBF,YELLOW BIRCH,163,115,285,7
2023,Firewood,cord,ALL SPECIES,28,4,68,600
2023,Palletwood,MBF,HARDWOOD,105,15,320,471
2023,Palletwood,MBF,SOFTWOOD,92,5,260,374
2023,Pulpwood,ton,ASPEN/POPLAR,12,5,35,98
2023,Pulpwood,ton,CEDAR,19,4,25,40
2023,Pulpwood,ton,HEMLOCK,4,0.8,14,197
2023,Pulpwood,ton,MIXED HARDWOOD,9,2,26,926
2023,Pulpwood,ton,RED PINE,2,2,4,3
2023,Pulpwood,ton,SPRUCE & FIR,5,1,16,291
2023,Pulpwood,ton,WHITE PINE,2,1,10,285
2023,Sawlogs,MBF,ASH,248,45,500,384
2023,Sawlogs,MBF,ASPEN/POPLAR,106,27,185,62
2023,Sawlogs,MBF,BEECH,101,25,274,39
2023,Sawlogs,MBF,CEDAR,77,50,160,21
2023,Sawlogs,MBF,HEMLOCK,50,11,189,414
2023,Sawlogs,MBF,RED OAK,285,50,700,465
2023,Sawlogs,MBF,RED PINE,59,10,125,58
2023,Sawlogs,MBF,RED/WHITE MAPLE,187,22,450,365
2023,Sawlogs,MBF,SPRUCE & FIR,143,20,400,470
2023,Sawlogs,MBF,SUGAR MAPLE,274,47,620,329
2023,Sawlogs,MBF,WHITE BIRCH,257,48,500,328
2023,Sawlogs,MBF,WHITE OAK,192,50,375,46
2023,Sawlogs,MBF,WHITE PINE,229,4,500,859
2023,Sawlogs,MBF,YELLOW BIRCH,259,40,400,278
2023,Studwood,ton,OTHER SPECIES,12,2,44,71
2023,Studwood,ton,SPRUCE & FIR,25,7,73,294
2023,Veneer,MBF,ASH,434,225,760,24
2023,Veneer,MBF,RED OAK,650,111,"1,333",255
2023,Veneer,MBF,RED/WHITE MAPLE,513,230,900,7
2023,Veneer,MBF,SUGAR MAPLE,578,323,"1,950",87
2023,Veneer,MBF,WHITE BIRCH,621,300,900,87
2023,Veneer,MBF,YELLOW BIRCH,573,150,"1,200",59
